error_type,message_text,true_label,fraud_category,triggered_rules
FALSE_NEGATIVE (missed a real scam),"Habari mkuu, kampuni yako imechaguliwa kupata tenda ya kusambaza madawa hospitalini thamani Ksh1,800,000. Tuma Ksh14,500 ada kwa 0789556699.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"mse biashara yako imeshinda tenda ya kusambaza vitabu shuleni, tuma Ksh10,500 ada kwa namba 0734667722 leo bila kuchelewa",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"You've been awarded a supply contract worth Ksh2,800,000 for office furniture by the County Government. Send Ksh17,500 fee to 0745889922.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"buda kampuni yako imepata tenda ya kusambaza nguo za shule, tuma Ksh11,000 ada ya usajili kwa namba 0712998877 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari mkuu, kampuni yako imechaguliwa kupata mkataba wa ujenzi wa barabara thamani Ksh5,000,000. Tuma Ksh25,000 ada kwa 0789221144.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"niaje msee, biashara yako imeshinda tenda ya kusambaza fertilizer kwa wakulima, tuma Ksh9,800 ada kwa namba 0745112277 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari, kampuni yako imepata tenda ya kusambaza vifaa vya umeme katika shule za umma. Tuma Ksh13,800 ada kwa namba 0712889933.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"buda biashara yako imepata tenda ya kusambaza vifaa vya ujenzi, tuma Ksh14,200 ada kwa namba 0701776655 leo bila kuchelewa.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari mkuu, kampuni yako imechaguliwa kupata mkataba wa kusambaza maji vijijini thamani Ksh2,500,000. Tuma Ksh16,800 ada kwa 0745667711.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"You have been awarded a Ksh4,500,000 fuel supply contract by a county government department. Send Ksh23,500 processing fee to 0789112255.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"mzee kampuni yako imepata tenda ya kusambaza vifaa vya kompyuta shuleni, tuma Ksh15,500 ada kwa namba 0712334477 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"buda biashara yako imepata tenda ya kusambaza vitanda hospitalini, tuma Ksh17,200 ada kwa namba 0734998866 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari mkuu, kampuni yako imechaguliwa kupata mkataba wa kusambaza solar panels vijijini thamani Ksh2,200,000. Tuma Ksh15,800 ada kwa 0712667744.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Your company has secured a Ksh3,200,000 ICT equipment tender from a government parastatal. Send Ksh18,500 fee to 0789556677 today.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"niaje buda, biashara yako imepata tenda ya kusambaza mbegu za mahindi, tuma Ksh10,800 ada kwa namba 0701445588 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari, kampuni yako imechaguliwa kusambaza chokaa katika miradi ya ujenzi thamani Ksh1,900,000. Tuma Ksh14,000 ada kwa namba 0745889911.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"buda biashara yako imepata tenda ya kusambaza vitenge kwa wanawake wa kijiji, tuma Ksh9,500 ada kwa namba 0734556699.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari mkuu, kampuni yako imechaguliwa kupata mkataba wa kusambaza mafuta ya kupikia hospitalini Ksh1,700,000. Tuma Ksh13,200 ada kwa 0701887766.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Your firm has been awarded a security services contract worth Ksh2,900,000 by a government agency. Send Ksh17,800 fee to 0745112288.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"mse biashara yako imepata tenda ya kusambaza vyombo vya umeme shuleni, tuma Ksh12,700 ada kwa namba 0712445566 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari, kampuni yako imechaguliwa kusambaza vitabu vya darasa kwa shule za umma thamani Ksh2,300,000. Tuma Ksh15,400 ada kwa 0789221166.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"buda biashara yako imepata tenda ya kusambaza pampu za maji vijijini, tuma Ksh16,200 ada kwa namba 0745667799 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari mkuu, kampuni yako imechaguliwa kupata mkataba wa kusambaza vifaa vya usafi mazingira thamani Ksh1,400,000. Tuma Ksh11,800 ada kwa 0712889944.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Your business has secured a Ksh3,600,000 medical supplies tender for county hospitals. Send Ksh21,000 registration fee to 0701998833.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"niaje msee, biashara yako imepata tenda ya kusambaza mbao za ujenzi, tuma Ksh13,500 ada kwa namba 0734221188 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari, kampuni yako imechaguliwa kusambaza vyombo vya usafi katika hospitali za umma thamani Ksh1,950,000. Tuma Ksh14,800 ada kwa 0745998822.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"buda biashara yako imepata tenda ya kusambaza vifaa vya michezo shuleni, tuma Ksh10,200 ada kwa namba 0701445599 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari mkuu, kampuni yako imechaguliwa kupata mkataba wa kusambaza vifaa vya kilimo cha umwagiliaji thamani Ksh2,750,000. Tuma Ksh17,000 ada kwa 0789112277.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Your company has secured an electricity infrastructure tender worth Ksh5,200,000 from KPLC. Send Ksh26,000 registration fee to 0745889933.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"niaje buda, biashara yako imepata tenda ya kusambaza dawa za mifugo, tuma Ksh11,500 ada kwa namba 0712998811 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari, kampuni yako imechaguliwa kusambaza vifaa vya maabara katika shule za sekondari thamani Ksh2,150,000. Tuma Ksh15,200 ada kwa 0701776644.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"buda biashara yako imepata tenda ya kusambaza mafuta ya generator hospitalini, tuma Ksh16,900 ada kwa namba 0745221177 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Habari mkuu, kampuni yako imechaguliwa kupata mkataba wa kusambaza nguo za uniform shuleni thamani Ksh1,650,000. Tuma Ksh13,000 ada kwa 0712334466.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Your firm has secured a Ksh3,400,000 borehole drilling tender from a county government. Send Ksh19,000 registration fee to 0701998811.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"mse biashara yako imepata tenda ya kusambaza vifaa vya office shuleni, tuma Ksh12,300 ada kwa namba 0789556633 leo.",fraud,fake_tender_business_deal,
FALSE_NEGATIVE (missed a real scam),"Mpenzi wangu, ndege yangu ya kukuja Kenya imecancel, naomba unitumie Ksh20,000 kulipa ticket mpya kwa namba 0789556699.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"Honey, I need $300 urgently to pay for my visa processing so I can finally come visit you. Send it to 0712445599 today please.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"Mpenzi, kuna emergency kazi yangu hapa Qatar, naomba unitumie Ksh12,000 nikilipa deni dogo kwa namba 0701223399 leo.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"Mpenzi, ninataka kukuoa lakini kwanza naomba unitumie Ksh25,000 kulipa deni la kazi yangu hapa Marekani, namba 0712889933.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"baby kuna emergency hospitalini, mtoto wangu mgonjwa hapa UK, naomba Ksh14,500 kwa namba 0701776655 leo bila kuchelewa.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"Mpenzi, naomba unitumie Ksh16,000 kulipa hospital bill ya mtoto wetu wa pamoja hapa Australia, namba 0701998822.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"My heart, my luggage with all our wedding gifts is held by airport security. Send $190 release fee to 0745221199 today.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"Mpenzi wangu, naomba unitumie Ksh15,500 nikilipa fine ndogo niliyopata kwa traffic offense hapa Japan, namba 0701887766.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"My darling, I'm in the hospital after an accident and need $240 to pay the doctor before treatment can continue. Send to 0745112288.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"Mpenzi, naomba unitumie Ksh23,000 kulipa deni la dharura nililopata kazi yangu hapa Norway, namba 0789221166.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"baby kuna tatizo kubwa, nimezuiliwa airport hapa Egypt kwa sababu ya visa, naomba Ksh12,800 kwa namba 0745667799.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"baby kuna emergency kubwa, naomba unitumie Ksh10,500 nikilipa medical bill ndogo hapa Thailand, namba 0701445599.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"baby naomba unitumie Ksh16,800 nikilipa deni dogo nililoazima rafiki yangu hapa Ireland, namba 0712998811 leo.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"Mpenzi wangu, naomba unitumie Ksh19,000 kulipa fees ndogo ya kuthibitisha account yangu ya benki hapa Austria, namba 0712334466.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"My darling, I'm being held briefly at immigration and need $245 to resolve this and continue my trip to see you. Send 0701998811.",fraud,romance_scam,
FALSE_NEGATIVE (missed a real scam),"Hi Mum, this is my new number, my phone got stolen. Please send Ksh4,200 to 0745998822 so I can get a replacement today.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"mama hii ni mtoto wako, nimeibiwa simu yangu na pesa zote, tuma Ksh2,800 kwa namba 0701887744 niwesee kufika nyumbani",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Baba, namba yangu ya kawaida iko down kwa shida ya mtandao. Naomba unitumie Ksh5,000 kwa namba hii 0789556699 leo.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Dad, this is my new number since I lost my phone in town. Please urgently send Ksh4,800 to 0712445599 for transport home.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"bro hii ni namba yangu mpya, ile ya kawaida imeharibika, tuma Ksh3,200 kwa namba 0734667722 nisaidie kidogo leo",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Sis, I'm in a small accident and at the hospital now. Please send Ksh5,500 to 0745889922 urgently to help with treatment.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Mjomba, nimepoteza wallet yangu njiani na ID card iko ndani. Naomba unitumie Ksh3,800 kwa namba hii 0789221144 leo.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Uncle, I lost my wallet with my ID inside while traveling. Please send Ksh3,600 to 0701556633 to help me sort this out.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"baba nimepoteza fare ya kurudi nyumbani kwa sababu nimepokwa pesa, tuma Ksh2,900 kwa namba 0701776655 leo tafadhali",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"mzee hii ni namba yangu mpya, ya zamani imepotea, tuma Ksh3,300 kwa namba 0712334477 nisaidie kufika kazini leo",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Mama, nimepatikana kwenye tatizo dogo la nauli, sina pesa kabisa hapa nilipo. Naomba unitumie Ksh2,700 kwa namba 0701998822.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"bro nimeibiwa pesa yangu njiani, naomba Ksh3,000 ya transport kwa namba 0734998866 leo ndio nirudi nyumbani salama",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Mjomba, gari nilikuwa nimepanda limeharibika njiani na nina shida ya kufika. Naomba Ksh4,100 kwa namba hii 0712667744.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Uncle, the vehicle I was traveling in broke down and I need transport money. Please send Ksh3,700 to 0789556677 urgently.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"mama nimekamatwa kwenye road block kwa kosa la documents, naomba Ksh3,950 kwa namba 0701445588 ndio waniachie",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Dad, my child is suddenly sick and needs medicine urgently from the hospital. Please send Ksh5,200 to 0712998855 now.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"bro hii ni namba ya kuborrowed simu, ile yangu imeibiwa na pesa zote, tuma Ksh4,300 kwa namba 0734556699 leo",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Dada, nimekuwa na shida kubwa ya kufunga rent kwa nyumba leo, mwenye nyumba ananitishia. Naomba Ksh6,200 kwa namba 0701887766.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Sis, my landlord is threatening to evict me today unless I pay rent. Please send Ksh5,900 to 0745112288 urgently to help.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"mzee nimepatikana na tatizo dogo la mafuta gari limekwama njiani, naomba Ksh3,150 kwa namba 0712445566 leo tafadhali",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Mum, I lost my phone just now and I'm using a neighbor's line to reach you. Please send Ksh3,500 to 0701556644 today.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"baba nimepatikana na deni dogo ambalo lazima nilipie leo kazini, naomba Ksh4,750 kwa namba 0745667799 leo tafadhali",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Sis, there's a small work emergency and I need to pay for equipment today. Please send Ksh4,150 to 0701998833 urgently.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"bro nimepatikana na kosa la kuchelewa kulipa bill ya umeme, naomba Ksh2,950 kwa namba 0734221188 leo bila kuchelewa",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Mjomba, nimekuwa na tatizo dogo la kulipia mafuta ya gari njiani. Naomba unitumie Ksh3,250 kwa namba hii 0745998822.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"mama nimepatikana na shida ya kulipia data bundle ya kazi leo, naomba Ksh1,800 kwa namba 0701445599 leo tafadhali",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Dad, I have a small hospital bill I need to settle urgently. Please send Ksh4,950 to 0745889933 as soon as possible today.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"bro nimepatikana na shida ndogo ya kulipia ticket ya bus kurudi nyumbani, naomba Ksh2,650 kwa namba 0712998811 leo.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Sis, I have a small shop debt I urgently need to clear today. Please send Ksh3,200 to 0734667733 as soon as you can.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),"Mum, please send Ksh4,350 urgently as I have a small overdue house payment issue to settle today. Send to 0701998811.",fraud,impersonation_family_emergency,
FALSE_NEGATIVE (missed a real scam),Cancer foundation appeal: Help us raise Ksh650 for children's treatment costs this week. Send your donation to 0745889922 today.,fraud,fake_charity_donation,
FALSE_NEGATIVE (missed a real scam),"Habari, shirika letu la huduma za kijamii linaomba Ksh450 kwa ajili ya watoto wenye ulemavu. Tuma kwa namba 0745667711.",fraud,fake_charity_donation,
FALSE_NEGATIVE (missed a real scam),Widows and orphans fund: We need Ksh550 contribution to provide food relief this month. Send your donation to 0745221199 now.,fraud,fake_charity_donation,
FALSE_NEGATIVE (missed a real scam),Internal displacement relief: We urgently need Ksh600 to provide temporary shelter to affected families. Send to 0712998855.,fraud,fake_charity_donation,
FALSE_NEGATIVE (missed a real scam),Orphan education fund: Help us raise Ksh550 to support school fees for vulnerable children. Send your donation to 0745112288 today.,fraud,fake_charity_donation,
FALSE_NEGATIVE (missed a real scam),"Habari, shirika la huduma za jamii linaomba Ksh500 kwa ajili ya chakula kwa wazee wasiojiweza. Tuma kwa namba 0789221166.",fraud,fake_charity_donation,
FALSE_NEGATIVE (missed a real scam),Elderly care appeal: We are collecting Ksh550 to provide food and care to vulnerable elderly residents. Send to 0701556644 now.,fraud,fake_charity_donation,
FALSE_NEGATIVE (missed a real scam),Trauma support fund: Help us raise Ksh500 to offer counseling services to abuse survivors. Send your contribution to 0745889933.,fraud,fake_charity_donation,
FALSE_NEGATIVE (missed a real scam),Kidney patients support fund: We need Ksh600 to cover dialysis costs for patients in need. Send your donation to 0734667733.,fraud,fake_charity_donation,
FALSE_NEGATIVE (missed a real scam),"Your Branch loan application of Ksh28,000 is approved pending a Ksh650 insurance deposit. Send to 0789556699 to receive your money today.",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"mse hii M-Koba imeapprove deni lako la Ksh15,000, piga Ksh400 kwa namba 0712445599 ndio uweze kupata doh leo",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"Your Saccos emergency loan of Ksh40,000 has been approved. A Ksh1,000 legal fee must be sent to 0789221144 before disbursement today.",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"Timiza loan approval: Your Ksh16,000 has been cleared for release. Send Ksh400 activation charge to 0712889933 to access your funds.",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"buda hii mkopo wa Tala umeidhinisha Ksh25,000 yako, piga Ksh600 verification kwa 0734556688 ndio iende kwa akaunti yako",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"mzee Hustler Fund imeapprove Ksh14,000 yako, tuma Ksh350 kwa namba 0745667711 ndio pesa iingie account yako bila kuchelewa",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"Zenka final approval: Ksh19,500 loan ready. A Ksh480 verification fee is required at 0789112255 before the system releases your cash.",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"mse Saccos mkopo wako wa Ksh27,500 umeapprove, piga Ksh650 kwa 0734998866 ndio doh iingie leo bila matatizo",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"buda Hustler Fund imeongeza limit yako Ksh23,000, tuma Ksh550 deposit kwa namba 0701445588 ndio pesa ipatikane leo",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"Fuliza upgrade alert: Your limit has increased to Ksh70,000 but requires a Ksh1,750 verification deposit sent to 0745889911 first.",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"niaje buda, Zenka imeapprove Ksh13,500 mkopo wako, piga Ksh330 kwa 0712998855 ndio uweze withdraw leo bila wasiwasi",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"buda KCB imeapprove deni lako Ksh31,000, tuma Ksh750 insurance kwa namba 0745112288 ndio pesa iende kwa account yako",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"Final loan clearance: Your Branch app Ksh34,500 loan needs a Ksh850 legal verification fee sent to 0745667799 to be disbursed.",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),"buda Branch app mkopo wako Ksh36,000 umeapprove, piga Ksh890 kwa 0701445599 ndio pesa ipatikane sasa bila stress",fraud,fake_loan,
FALSE_NEGATIVE (missed a real scam),Your M-Pesa line has been flagged for unusual login from Mombasa. Confirm your identity by sending your PIN to 0789556699 now.,fraud,phishing_pin_request,
FALSE_NEGATIVE (missed a real scam),"buda system imeona logout ya ajabu kwa namba yako, piga PIN kwa 0712998877 ndio tuverify uko sawa kabla iblockwa",fraud,phishing_pin_request,
FALSE_NEGATIVE (missed a real scam),M-Pesa Security Team: Confirm ownership of your account by replying with your secret PIN to 0789556677 within the hour.,fraud,phishing_pin_request,
FALSE_NEGATIVE (missed a real scam),"mzee kuna error kwa account yako, lazima uconfirm na PIN kwa 0712445566 kabla mfumo ufunge access yako kabisa",fraud,phishing_pin_request,
FALSE_NEGATIVE (missed a real scam),M-Pesa Compliance: Your account requires re-verification today. Reply with your secret PIN to 0701998833 to avoid permanent closure.,fraud,phishing_pin_request,
FALSE_NEGATIVE (missed a real scam),M-Pesa System Notice: Your PIN must be re-confirmed due to a recent security update. Send it to 0701998811 to continue using your wallet.,fraud,phishing_pin_request,
FALSE_NEGATIVE (missed a real scam),Your line will be barred from all mobile money services unless you re-register your ID within the next 3 hours via the link sent.,fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),NOTICE: Government directive requires all mobile money accounts to be re-verified by end of day or face automatic suspension.,fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),"niaje buda, kuna error kwenye registration ya namba yako, lazima usort leo kabla mtandao ifunge kabisa",fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),"Habari mteja, kuna taarifa kuwa namba yako itafungiwa huduma za M-Pesa leo kwa sababu ya makosa ya kiufundi. Piga 0745998811 kusort.",fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),"Habari, Communications Authority ya Kenya imetoa agizo la kuthibitisha namba zote ndani ya siku mbili au zitafungwa moja kwa moja.",fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),FINAL WARNING: Failure to verify your account today will result in permanent loss of access to all M-Pesa services starting tomorrow.,fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),"buda kuna update muhimu kwa account yako leo, kama hujaupdate by tonight watakulock nje ya system kabisa",fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),Tahadhari: Akaunti yako imeonekana ina taarifa za zamani za kitambulisho. Sasisha sasa kuepuka kufungiwa huduma za kifedha.,fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),Your wallet will lose mobile money privileges in 4 hours unless ID verification is completed through the secure portal link below.,fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),"Habari, namba yako iko kwenye orodha ya kufungiwa huduma kwa sababu ya makosa ya usajili. Sasisha sasa kuepuka kuzimwa kabisa.",fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),NOTICE: Your account profile is incomplete. Mobile money access will be revoked in 5 hours unless you complete verification now.,fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),"niaje buda, kuna error report kwa namba yako kwenye system, lazima usort leo kabla wakulock nje ya M-Pesa kabisa",fraud,account_suspension_threat,
FALSE_NEGATIVE (missed a real scam),"Sorry I sent Ksh3,800 to your number by mistake instead of my brother's, please send it back to 0745998822 today.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"I mistakenly sent Ksh2,900 to this line, please send it back to 0712445599 as I urgently need it for hospital bill.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"mse nimetuma chapaa kwa number yako kwa kosa, tuma Ksh1,000 kwa 0734667722 nisaidie sana leo bro",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"Apologies, I sent Ksh1,750 to the wrong contact saved as yours. Kindly return it to 0745889922 at your earliest convenience.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"So sorry, I just sent Ksh6,000 to your line instead of the supplier's number. Please send it back urgently to 0701556633.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"niaje msee, nilituma pesa kwa wewe kwa error, tuma Ksh1,300 kwa 0745112277 nisaidie kabla mambo ichange",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"I sent Ksh2,400 to this number thinking it was my landlord's, please refund it to 0734556688 since I need it urgently.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"Apologies for the inconvenience, I sent Ksh3,600 to your line by accident. Please return the funds to 0789112255 today.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"I accidentally transferred Ksh5,200 to this number, please send it back to 0745221199 as soon as you can, thank you.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"buda nimekosea number, hiyo doh nilitaka kutuma kwa fundi sio wewe, tuma kwa 0734998866 leo bro",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"Sorry to bother you, I sent Ksh1,400 to your number by mistake. Kindly send it back to 0789556677 whenever possible.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"mse hii pesa nilituma kwa wewe haikuwa ya wewe, tafadhali rudisha Ksh2,650 kwa 0701445588 mungu akubariki sana",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"I just sent Ksh3,000 to the wrong contact saved on my phone, please return it to 0712998855 as it was meant for rent.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"Apologies, I sent Ksh2,250 to this line by mistake instead of my colleague's. Please send it back to 0745112288 today.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"mzee nimekosea kutuma kwa wewe, hiyo Ksh1,600 ni ya mteja wangu, tafadhali rudisha kwa 0712445566 mapema",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"I sent Ksh2,100 to your line accidentally while trying to pay my plumber. Please refund it to 0701556644 today, thanks.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"So sorry for the confusion, I sent Ksh3,450 to your number instead of my tenant's. Please return it to 0701998833.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"mse nimekosea kutuma kwa wewe Ksh2,800, hiyo ni ya mzazi wangu, tuma kwa 0734221188 leo bro asante",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"Pole, nilituma Ksh5,600 kwa namba hii kwa kosa wakati nilitaka kutuma kwa wakala wa Mpesa. Rudisha kwa 0745998822.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"Apologies, I sent Ksh4,100 to this number instead of my employer's. Please send it back to 0745889933 as soon as you can.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"buda nimekosea kutuma kwa wewe Ksh5,300, hiyo ilikuwa ya dada yangu, rudisha kwa 0745221177 leo asante sana",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"Sorry for the mistake, I sent Ksh3,600 to your line instead of my contractor's. Kindly send it back to 0701998811 today.",fraud,fake_wrong_number_send,
FALSE_NEGATIVE (missed a real scam),"mse hii ni agent wa duka, system imetuma pesa zaidi kwa wewe, tuma Ksh3,800 ya ziada kwa 0734667722 leo",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Dear customer, our system deposited Ksh7,800 extra into your account by error. Please return the excess amount to 0745889922 today.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari mteja, kuna error kwenye muamala wako, ulipata Ksh15,000 zaidi ya ulivyotaka kutoa. Tafadhali rudisha kwa 0789221144.",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"mzee wakala alituma Ksh6,200 zaidi kwa account yako, tuma hiyo extra kwa namba 0745112277 leo bila kuchelewa",fraud,fake_agent_overpayment,
FALSE_NEGATIVE (missed a real scam),"Habari, kama wakala wako wa M-Pesa, nimegundua nimekutumia pesa zaidi ya iliyokubaliwa Ksh3,300. Rudisha kwa namba hii 0712889933.",fraud,fake_agent_overpayment,
